gesture_id,Timestamp,Hand_Landmark,X,Y,Z,Delta_X,Delta_Y,Delta_Z
0,1690707584,13,0.388652176,0.700415492,-0.013859993,-0.022884011,-0.145499706,-0.002141461
0,1690707584,14,0.380543977,0.668305218,-0.019887131,-0.044059098,-0.20041424,-0.004569761
0,1690707584,15,0.381456614,0.659428596,-0.019695198,-0.05010286,-0.22369945,-0.005017867
0,1690707584,16,0.384518504,0.656232238,-0.019173417,-0.05275768,-0.239574432,-0.004833277
0,1690707584,17,0.381092101,0.718159437,-0.017276237,-0.022932708,-0.144616544,-0.003925622
0,1690707584,18,0.37380147,0.692582548,-0.021992616,-0.041626334,-0.192298472,-0.005590485
0,1690707584,19,0.373784333,0.683096647,-0.020895369,-0.046422809,-0.214201748,-0.005334784
0,1690707584,20,0.375322819,0.678001165,-0.019577285,-0.048636883,-0.229171753,-0.004664959
0,1690707584,0,0.40502131,0.724926054,1.22E-07,0.006244749,-0.026681423,1.14E-07
0,1690707584,1,0.414182603,0.68314594,-0.004439258,0.001215488,-0.035714924,-0.00189129
0,1690707584,2,0.417781234,0.644544423,-0.007253653,-0.001788855,-0.038497508,-0.000900498
0,1690707584,3,0.417458713,0.614314914,-0.010137047,-0.006395727,-0.041442513,0.000496046
0,1690707584,4,0.414867431,0.589262128,-0.013787447,-0.013481975,-0.043520927,0.001660503
0,1690707584,5,0.405510545,0.641791165,-0.008868787,0.000391126,-0.029465735,-0.001297071
0,1690707584,6,0.39732787,0.610798419,-0.016696645,0.00099054,-0.027403295,-0.002215289
0,1690707584,7,0.391946435,0.587514937,-0.022905581,-0.002267063,-0.038580775,-0.003305648
0,1690707584,8,0.387618214,0.566434026,-0.027065111,-0.006499469,-0.05312866,-0.004202191
0,1690707584,9,0.397160709,0.650399029,-0.011100133,0.000484347,-0.033694327,-0.000499092
0,1690707584,10,0.387029976,0.619211376,-0.018188709,-0.001006097,-0.031650066,-0.001558004
0,1690707584,11,0.379986733,0.592513263,-0.023829181,-0.008730173,-0.045937896,-0.003663354
0,1690707584,12,0.375380784,0.568019152,-0.027911544,-0.01606524,-0.064710975,-0.005140008
0,1690707584,13,0.389831275,0.663370013,-0.01365375,0.001179099,-0.037045479,0.000206243
0,1690707584,14,0.380245864,0.633556366,-0.020528512,-0.000298113,-0.034748852,-0.000641381
0,1690707584,15,0.373126149,0.607565701,-0.023965698,-0.008330464,-0.051862895,-0.0042705
0,1690707584,16,0.368157685,0.584759116,-0.026045304,-0.016360819,-0.071473122,-0.006871887
0,1690707584,17,0.384235173,0.681004584,-0.016524764,0.003143072,-0.037154853,0.000751473
0,1690707584,18,0.375904918,0.658249259,-0.023136873,0.002103448,-0.034333289,-0.001144256
0,1690707584,19,0.370380074,0.638111651,-0.025323784,-0.00340426,-0.044984996,-0.004428415
0,1690707584,20,0.366465926,0.619915485,-0.026207294,-0.008856893,-0.05808568,-0.006630009
0,1690707584,0,0.406443745,0.699973583,1.43E-07,0.001422435,-0.024952471,2.08E-08
0,1690707584,1,0.413612098,0.66208452,-0.005123483,-0.000570506,-0.02106142,-0.000684225
0,1690707584,2,0.41721642,0.623906434,-0.00833164,-0.000564814,-0.020637989,-0.001077986
0,1690707584,3,0.41812098,0.594379723,-0.011559414,0.000662267,-0.019935191,-0.001422367
0,1690707584,4,0.416244835,0.572075486,-0.015229104,0.001377404,-0.017186642,-0.001441657
0,1690707584,5,0.408558279,0.620411575,-0.007981239,0.003047734,-0.02137959,0.000887549
0,1690707584,6,0.40150103,0.586617947,-0.015995001,0.00417316,-0.024180472,0.000701644
0,1690707584,7,0.395464152,0.561161101,-0.022262571,0.003517717,-0.026353836,0.000643009
0,1690707584,8,0.389461279,0.539211094,-0.026291223,0.001843065,-0.027222931,0.000773888
0,1690707584,9,0.400431305,0.62602365,-0.009427857,0.003270596,-0.024375379,0.001672276
0,1690707584,10,0.392943829,0.5911327,-0.016996367,0.005913854,-0.028078675,0.001192342
0,1690707584,11,0.387079448,0.563798666,-0.022556107,0.007092714,-0.028714597,0.001273073
0,1690707584,12,0.382422477,0.53997916,-0.026169833,0.007041693,-0.028039992,0.001741711
0,1690707584,13,0.392202288,0.633230627,-0.011348464,0.002371013,-0.030139387,0.002305286
0,1690707584,14,0.384702802,0.599136591,-0.018433651,0.004456937,-0.034419775,0.002094861
0,1690707584,15,0.378092736,0.5713678,-0.021401316,0.004966587,-0.036197901,0.002564382
0,1690707584,16,0.372949034,0.549343824,-0.022616625,0.004791349,-0.035415292,0.003428679
0,1690707584,17,0.384353846,0.642786562,-0.013752838,0.000118673,-0.038218021,0.002771926
0,1690707584,18,0.377182513,0.612333417,-0.019578563,0.001277596,-0.045915842,0.00355831
0,1690707584,19,0.372306794,0.589348674,-0.021265706,0.00192672,-0.048762977,0.004058078
0,1690707584,20,0.369034469,0.569908977,-0.021638379,0.002568543,-0.050006509,0.004568916
0,1690707584,0,0.406523436,0.674046457,1.12E-07,7.97E-05,-0.025927126,-3.09E-08
0,1690707584,1,0.415956378,0.632442713,-0.003713103,0.00234428,-0.029641807,0.001410381
0,1690707584,2,0.420095086,0.592794478,-0.005235991,0.002878666,-0.031111956,0.003095649
0,1690707584,3,0.421103001,0.562295496,-0.007161874,0.00298202,-0.032084227,0.00439754
0,1690707584,4,0.418400019,0.538259387,-0.009352777,0.002155185,-0.033816099,0.005876327
0,1690707584,5,0.404702604,0.594719768,-0.002692253,-0.003855675,-0.025691807,0.005288986
0,1690707584,6,0.39812696,0.562959254,-0.008835036,-0.00337407,-0.023658693,0.007159965
0,1690707584,7,0.393448263,0.538736641,-0.014042036,-0.002015889,-0.022424459,0.008220536
0,1690707584,8,0.388782084,0.518160403,-0.017410956,-0.000679195,-0.021050692,0.008880267
0,1690707584,9,0.398802787,0.599908888,-0.004215924,-0.001628518,-0.026114762,0.005211933
0,1690707584,10,0.391424805,0.568823516,-0.009997363,-0.001519024,-0.022309184,0.006999004
0,1690707584,11,0.386646092,0.54423368,-0.015229771,-0.000433356,-0.019564986,0.007326337
0,1690707584,12,0.383048832,0.522127688,-0.018694939,0.000626355,-0.017851472,0.007474894
0,1690707584,13,0.394043207,0.605313778,-0.006339229,0.001840919,-0.027916849,0.005009234
0,1690707584,14,0.386819929,0.574667573,-0.012255725,0.002117127,-0.024469018,0.006177926
0,1690707584,15,0.381125659,0.549002469,-0.015109076,0.003032923,-0.022365332,0.00629224
0,1690707584,16,0.376527876,0.527197719,-0.016343422,0.003578842,-0.022146106,0.006273203
0,1690707584,17,0.391226828,0.612342954,-0.008943592,0.006872982,-0.030443609,0.004809245
0,1690707584,18,0.384043455,0.58455503,-0.013934412,0.006860942,-0.027778387,0.005644151
0,1690707584,19,0.378705651,0.563100994,-0.015313225,0.006398857,-0.02624768,0.005952481
0,1690707584,20,0.374919385,0.544293761,-0.015597724,0.005884916,-0.025615215,0.006040654
0,1690707584,0,0.414422423,0.635034323,9.47E-08,0.007898986,-0.039012134,-1.73E-08
0,1690707584,1,0.422565043,0.595591068,-0.001118667,0.006608665,-0.036851645,0.002594435
0,1690707584,2,0.425520122,0.560259461,-0.001832007,0.005425036,-0.032535017,0.003403984
0,1690707584,3,0.426571101,0.533436656,-0.003428189,0.0054681,-0.02885884,0.003733685
0,1690707584,4,0.424533576,0.51274848,-0.005421555,0.006133556,-0.025510907,0.003931222
0,1690707584,5,0.414269358,0.557278216,-0.00011726,0.009566754,-0.037441552,0.002574993
0,1690707584,6,0.408928007,0.529342115,-0.005045083,0.010801047,-0.033617139,0.003789953
0,1690707584,7,0.405049533,0.508955359,-0.009475829,0.011601269,-0.029781282,0.004566207
0,1690707584,8,0.401025385,0.4912543,-0.012430698,0.012243301,-0.026906103,0.004980259
0,1690707584,9,0.407903522,0.562240183,-0.002403559,0.009100735,-0.037668705,0.001812365
0,1690707584,10,0.402510196,0.535336614,-0.007373629,0.011085391,-0.033486903,0.002623734
0,1690707584,11,0.399159342,0.514965355,-0.011780737,0.01251325,-0.029268324,0.003449034
0,1690707584,12,0.396265417,0.496349663,-0.014645257,0.013216585,-0.025778025,0.004049682
0,1690707584,13,0.402247757,0.56817627,-0.005138992,0.00820455,-0.037137508,0.001200237
0,1690707584,14,0.395917267,0.541197836,-0.009979612,0.009097338,-0.033469737,0.002276112
0,1690707584,15,0.391189605,0.518444717,-0.012010941,0.010063946,-0.030557752,0.003098135
0,1690707584,16,0.387281239,0.497830331,-0.012901598,0.010753363,-0.029367387,0.003441825
0,1690707584,17,0.39806655,0.575342417,-0.008173336,0.006839722,-0.037000537,0.000770256
0,1690707584,18,0.390728593,0.549906671,-0.012411588,0.006685138,-0.034648359,0.001522824
0,1690707584,19,0.386322826,0.530463874,-0.013544683,0.007617176,-0.032637119,0.001768542
0,1690707584,20,0.383408815,0.512209654,-0.013764648,0.00848943,-0.032084107,0.001833077
0,1690707584,0,0.41515848,0.607581437,8.80E-08,0.000736058,-0.027452886,-6.66E-09
0,1690707584,1,0.426388264,0.568147421,-0.002751586,0.003823221,-0.027443647,-0.001632919
0,1690707584,2,0.427071005,0.533075213,-0.003057441,0.001550883,-0.027184248,-0.001225435
0,1690707584,3,0.423965424,0.507665038,-0.004270078,-0.002605677,-0.025771618,-0.000841889
0,1690707584,4,0.419538766,0.486409038,-0.005505536,-0.00499481,-0.026339442,-8.40E-05
0,1690707584,5,0.416259706,0.532240689,0.002217399,0.001990348,-0.025037527,0.002334659
0,1690707584,6,0.410829574,0.505504966,-0.003728573,0.001901567,-0.023837149,0.00131651
0,1690707584,7,0.406456202,0.482004493,-0.009611936,0.00140667,-0.026950866,-0.000136107
0,1690707584,8,0.401679933,0.460640073,-0.01360806,0.000654548,-0.030614227,-0.001177362
0,1690707584,9,0.411910444,0.534209192,6.74E-05,0.004006922,-0.028030992,0.002470973
0,1690707584,10,0.406204998,0.508503079,-0.005490606,0.003694803,-0.026833534,0.001883023
0,1690707584,11,0.401559293,0.484295577,-0.011283582,0.002399951,-0.030669779,0.000497155
0,1690707584,12,0.397130996,0.460459054,-0.015092582,0.000865579,-0.035890609,-0.000447325
0,1690707584,13,0.408570081,0.536577046,-0.002940297,0.006322324,-0.031599224,0.002198695
0,1690707584,14,0.402560234,0.510327637,-0.008594935,0.006642967,-0.030870199,0.001384677
0,1690707584,15,0.397678137,0.486542016,-0.011786509,0.006488532,-0.031902701,0.000224432
0,1690707584,16,0.393192261,0.465117633,-0.013165077,0.005911022,-0.032712698,-0.00026348
0,1690707584,17,0.407100171,0.540231287,-0.006560686,0.00903362,-0.035111129,0.00161265
0,1690707584,18,0.400934666,0.51512754,-0.0110081,0.010206074,-0.034779131,0.001403488
0,1690707584,19,0.396528214,0.495261192,-0.01230395,0.010205388,-0.035202682,0.001240733
0,1690707584,20,0.393292189,0.477684408,-0.012537091,0.009883374,-0.034525245,0.001227557
0,1690707584,0,0.418872893,0.585050225,9.60E-08,0.003714412,-0.022531211,7.97E-09
0,1690707584,1,0.432415038,0.544962704,-0.002953561,0.006026775,-0.023184717,-0.000201975
0,1690707584,2,0.43247813,0.509462357,-0.002722685,0.005407125,-0.023612857,0.000334756
0,1690707584,3,0.427586347,0.483595937,-0.003177269,0.003620923,-0.024069101,0.001092809
0,1690707584,4,0.423304915,0.461723238,-0.003564656,0.003766149,-0.0246858,0.001940881
0,1690707584,5,0.424295813,0.508353949,0.001366958,0.008036107,-0.02388674,-0.000850441
0,1690707584,6,0.420873821,0.481849164,-0.004446974,0.010044247,-0.023655802,-0.0007184
0,1690707584,7,0.417986631,0.457714647,-0.010110182,0.011530429,-0.024289846,-0.000498245
0,1690707584,8,0.41396302,0.435917944,-0.014013937,0.012283087,-0.024722129,-0.000405877
0,1690707584,9,0.418022484,0.509870768,-0.000325901,0.006112039,-0.024338424,-0.000393315
0,1690707584,10,0.4132469,0.485420674,-0.006099447,0.007041901,-0.023082405,-0.000608841
0,1690707584,11,0.407994539,0.461242437,-0.011772294,0.006435245,-0.023053139,-0.000488712
0,1690707584,12,0.403048873,0.436367512,-0.015384078,0.005917877,-0.024091542,-0.000291496
0,1690707584,13,0.412699074,0.511343658,-0.002761486,0.004128993,-0.025233388,0.00017881
0,1690707584,14,0.407076806,0.48671481,-0.008900564,0.004516572,-0.023612827,-0.000305629
0,1690707584,15,0.402084917,0.462827444,-0.012284147,0.00440678,-0.023714572,-0.000497637
0,1690707584,16,0.397361279,0.43988201,-0.013716826,0.004169017,-0.025235623,-0.000551749
0,1690707584,17,0.409669012,0.51439172,-0.005746737,0.002568841,-0.025839567,0.000813949
0,1690707584,18,0.405089289,0.489599049,-0.010660781,0.004154623,-0.025528491,0.000347319
0,1690707584,19,0.401318192,0.470455915,-0.012058591,0.004789978,-0.024805278,0.000245359
0,1690707584,20,0.398599207,0.452909887,-0.012295326,0.005307019,-0.024774522,0.000241765
0,1690707584,0,0.423051745,0.563736796,1.11E-07,0.004178852,-0.021313429,1.52E-08
0,1690707584,1,0.437835515,0.534623444,-0.002053762,0.005420476,-0.01033926,0.0008998
0,1690707584,2,0.44224292,0.507551014,-0.002094879,0.009764791,-0.001911342,0.000627806
0,1690707584,3,0.44407025,0.488726586,-0.003273754,0.016483903,0.005130649,-9.65E-05
0,1690707584,4,0.44404608,0.470821232,-0.0037996,0.020741165,0.009097993,-0.000234944
0,1690707584,5,0.425756335,0.48900497,0.00572971,0.001460522,-0.019348979,0.004362752
0,1690707584,6,0.426094055,0.464417636,0.000982186,0.005220234,-0.017431527,0.005429159
0,1690707584,7,0.426282018,0.441491902,-0.003973803,0.008295387,-0.016222745,0.006136379
0,1690707584,8,0.424971312,0.421325952,-0.007438247,0.011008292,-0.014591992,0.00657569
0,1690707584,9,0.418884337,0.487607479,0.003022995,0.000861853,-0.022263288,0.003348895
0,1690707584,10,0.418735921,0.463136554,-0.002271142,0.005489022,-0.02228412,0.003828304
0,1690707584,11,0.418144107,0.440790385,-0.007212485,0.010149568,-0.020452052,0.004559809
0,1690707584,12,0.417203248,0.41734302,-0.009925481,0.014154375,-0.019024491,0.005458597
0,1690707584,13,0.413386166,0.485511601,-0.000777567,0.000687093,-0.025832057,0.001983919
0,1690707584,14,0.409644008,0.459799528,-0.006813304,0.002567202,-0.026915282,0.002087261
0,1690707584,15,0.407126814,0.437046617,-0.009935651,0.005041897,-0.025780827,0.002348496
0,1690707584,16,0.404658288,0.414604336,-0.010832067,0.007297009,-0.025277674,0.00288476
0,1690707584,17,0.411206245,0.484182119,-0.005213715,0.001537234,-0.030209601,0.000533022
0,1690707584,18,0.407235742,0.459330171,-0.009722536,0.002146453,-0.030268878,0.000938244
0,1690707584,19,0.40424788,0.44077754,-0.010800875,0.002929688,-0.029678375,0.001257717
0,1690707584,20,0.402914762,0.422762692,-0.010681769,0.004315555,-0.030147195,0.001613557
0,1690707584,0,0.420432866,0.547716498,1.12E-07,-0.002618879,-0.016020298,5.96E-10
0,1690707584,1,0.435102552,0.528447866,-0.005403914,-0.002732962,-0.006175578,-0.003350152
0,1690707584,2,0.444093138,0.503306031,-0.007308889,0.001850218,-0.004244983,-0.005214011
0,1690707584,3,0.447966933,0.483609527,-0.009457462,0.003896683,-0.005117059,-0.006183708
0,1690707584,4,0.449569166,0.466307491,-0.010898542,0.005523086,-0.004513741,-0.007098942
0,1690707584,5,0.428447604,0.477173835,0.000602448,0.002691269,-0.011831135,-0.005127262
0,1690707584,6,0.429364294,0.450199664,-0.004848723,0.003270239,-0.014217973,-0.005830908
0,1690707584,7,0.428752631,0.426929504,-0.009778208,0.002470613,-0.014562398,-0.005804406
0,1690707584,8,0.427533001,0.406863213,-0.013206374,0.002561688,-0.014462739,-0.005768127
0,1690707584,9,0.421425402,0.47427392,-0.00077262,0.002541065,-0.013333559,-0.003795615
0,1690707584,10,0.420480281,0.445107996,-0.007118435,0.00174436,-0.018028557,-0.004847293
0,1690707584,11,0.418806195,0.419984221,-0.012572601,0.000662088,-0.020806164,-0.005360117
0,1690707584,12,0.417013049,0.394603997,-0.015689978,-0.000190198,-0.022739023,-0.005764497
0,1690707584,13,0.415716588,0.471416801,-0.003180161,0.002330422,-0.0140948,-0.002402594
0,1690707584,14,0.411790639,0.442168295,-0.010324301,0.002146631,-0.017631233,-0.003510998
0,1690707584,15,0.408980429,0.417636812,-0.014319188,0.001853615,-0.019409806,-0.004383537
0,1690707584,16,0.406065881,0.394021511,-0.01576647,0.001407593,-0.020582825,-0.004934403
0,1690707584,17,0.412637323,0.469738215,-0.006313313,0.001431078,-0.014443904,-0.001099598
0,1690707584,18,0.409414589,0.443599999,-0.012088693,0.002178848,-0.015730172,-0.002366156
0,1690707584,19,0.406511843,0.424059272,-0.013946095,0.002263963,-0.016718268,-0.00314522
0,1690707584,20,0.404764473,0.405218095,-0.014280108,0.001849711,-0.017544597,-0.003598339
0,1690707584,0,0.422898054,0.534352899,1.07E-07,0.002465189,-0.0133636,-4.97E-09
0,1690707584,1,0.43613109,0.515036702,-0.003981094,0.001028538,-0.013411164,0.001422819
0,1690707584,2,0.443900764,0.49114123,-0.005460292,-0.000192374,-0.012164801,0.001848598
0,1690707584,3,0.449287295,0.472317129,-0.007633136,0.001320362,-0.011292398,0.001824327
0,1690707584,4,0.451013684,0.455239922,-0.009145325,0.001444519,-0.011067569,0.001753217
0,1690707584,5,0.427427381,0.462695181,0.002348282,-0.001020223,-0.014478654,0.001745834
0,1690707584,6,0.427235931,0.435682178,-0.003296747,-0.002128363,-0.014517486,0.001551976
0,1690707584,7,0.426661164,0.411268234,-0.008636458,-0.002091467,-0.015661269,0.00114175
0,1690707584,8,0.425734758,0.390280336,-0.012377486,-0.001798242,-0.016582876,0.000828888
0,1690707584,9,0.421503007,0.460081309,4.06E-05,7.76E-05,-0.014192611,0.000813205
0,1690707584,10,0.419665128,0.431331694,-0.006239511,-0.000815153,-0.013776302,0.000878924
0,1690707584,11,0.418101817,0.405853927,-0.011842295,-0.000704378,-0.014130294,0.000730307
0,1690707584,12,0.416836977,0.380204856,-0.015116616,-0.000176072,-0.014399141,0.000573362
0,1690707584,13,0.41679436,0.457625598,-0.003283936,0.001077771,-0.013791203,-0.000103775
0,1690707584,14,0.412213147,0.428134352,-0.010078288,0.000422508,-0.014033943,0.000246014
0,1690707584,15,0.409455538,0.403550982,-0.013638663,0.000475109,-0.014085829,0.000680525
0,1690707584,16,0.406972826,0.379967928,-0.014872062,0.000906944,-0.014053583,0.000894408
0,1690707584,17,0.414612621,0.456850916,-0.007344603,0.001975298,-0.012887299,-0.00103129
0,1690707584,18,0.410843819,0.430837393,-0.012704936,0.00142923,-0.012762606,-0.000616243
0,1690707584,19,0.407961577,0.410627186,-0.01423844,0.001449734,-0.013432086,-0.000292346
0,1690707584,20,0.406725556,0.391427904,-0.014396601,0.001961082,-0.01379019,-0.000116494
0,1690707584,0,0.426567495,0.520169854,1.06E-07,0.003669441,-0.014183044,-4.14E-10
0,1690707584,1,0.438959926,0.50193578,-0.003244589,0.002828836,-0.013100922,0.000736505
0,1690707584,2,0.446990281,0.475408137,-0.004376055,0.003089517,-0.015733093,0.001084236
0,1690707584,3,0.451812804,0.452735662,-0.006060825,0.002525508,-0.019581467,0.001572311
0,1690707584,4,0.451879591,0.433131963,-0.007095062,0.000865906,-0.022107959,0.002050263
0,1690707584,5,0.434392124,0.450428039,0.002045313,0.006964743,-0.012267143,-0.000302969
0,1690707584,6,0.436756462,0.424869448,-0.003355453,0.009520531,-0.01081273,-5.87E-05
0,1690707584,7,0.438757539,0.403611183,-0.007971714,0.012096375,-0.007657051,0.000664744
0,1690707584,8,0.440665692,0.386523694,-0.010895778,0.014930934,-0.003756642,0.001481707
0,1690707584,9,0.427326709,0.446563452,-0.000183572,0.005823702,-0.013517857,-0.000224157
0,1690707584,10,0.428349108,0.417483151,-0.005860575,0.00868398,-0.013848543,0.000378936
0,1690707584,11,0.429148644,0.394674867,-0.010109717,0.011046827,-0.01117906,0.001732578
0,1690707584,12,0.430218577,0.371929139,-0.012237721,0.0133816,-0.008275717,0.002878895
0,1690707584,13,0.42007184,0.443033427,-0.003425851,0.003277481,-0.014592171,-0.000141916
0,1690707584,14,0.417309731,0.413839966,-0.009477296,0.005096585,-0.014294386,0.000600992
0,1690707584,15,0.415031582,0.389615208,-0.011823861,0.005576044,-0.013935775,0.001814802
0,1690707584,16,0.413400233,0.365799427,-0.012246879,0.006427407,-0.014168501,0.002625183
0,1690707584,17,0.414224356,0.441252798,-0.00729604,-0.000388265,-0.015598118,4.86E-05
0,1690707584,18,0.410562634,0.41513291,-0.011991188,-0.000281185,-0.015704483,0.000713748
0,1690707584,19,0.407200009,0.394406199,-0.012826621,-0.000761569,-0.016220987,0.00141182
0,1690707584,20,0.40558967,0.374678224,-0.012487032,-0.001135886,-0.01674968,0.00190957
0,1690707584,0,0.429800719,0.507833421,1.09E-07,0.003233224,-0.012336433,2.81E-09
0,1690707584,1,0.442284852,0.490781963,-0.004027438,0.003324926,-0.011153817,-0.000782849
0,1690707584,2,0.450151771,0.462720871,-0.005279618,0.00316149,-0.012687266,-0.000903563
0,1690707584,3,0.454722226,0.438908368,-0.006988515,0.002909422,-0.013827294,-0.00092769
0,1690707584,4,0.454201043,0.41789633,-0.007897694,0.002321452,-0.015235633,-0.000802631
0,1690707584,5,0.437905371,0.438092947,0.001651559,0.003513247,-0.012335092,-0.000393754
0,1690707584,6,0.439933151,0.412863731,-0.004252434,0.003176689,-0.012005717,-0.000896981
0,1690707584,7,0.441552907,0.39096421,-0.009174697,0.002795368,-0.012646973,-0.001202983
0,1690707584,8,0.442986399,0.373558819,-0.01230403,0.002320707,-0.012964875,-0.001408252
0,1690707584,9,0.430065006,0.433906794,-0.000455268,0.002738297,-0.012656659,-0.000271696
0,1690707584,10,0.430361032,0.403968692,-0.006867664,0.002011925,-0.013514459,-0.001007088
0,1690707584,11,0.43030259,0.380353034,-0.011540828,0.001153946,-0.014321834,-0.001431111
0,1690707584,12,0.430377096,0.356535703,-0.013794669,0.000158519,-0.015393436,-0.001556948
0,1690707584,13,0.421632022,0.429715723,-0.003682527,0.001560181,-0.013317704,-0.000256676
0,1690707584,14,0.418669283,0.399699062,-0.010489278,0.001359552,-0.014140904,-0.001011982
0,1690707584,15,0.415750921,0.374547571,-0.013004169,0.000719339,-0.015067637,-0.001180308
0,1690707584,16,0.413283855,0.349206775,-0.013324934,-0.000116378,-0.016592652,-0.001078055
0,1690707584,17,0.414340675,0.427300394,-0.007607895,0.000116318,-0.013952404,-0.000311855
0,1690707584,18,0.410207987,0.400160044,-0.013059604,-0.000354648,-0.014972866,-0.001068416
0,1690707584,19,0.406093538,0.378096521,-0.014237538,-0.001106471,-0.016309679,-0.001410917
0,1690707584,20,0.403880149,0.356745899,-0.013950082,-0.001709521,-0.017932326,-0.00146305
0,1690707584,0,0.433249027,0.498211026,1.05E-07,0.003448308,-0.009622395,-4.41E-09
0,1690707584,1,0.446492225,0.481158137,-0.003725688,0.004207373,-0.009623826,0.00030175
0,1690707584,2,0.451977432,0.449189007,-0.004968756,0.00182566,-0.013531864,0.000310862
0,1690707584,3,0.452522159,0.422381639,-0.006700781,-0.002200067,-0.016526729,0.000287734
0,1690707584,4,0.449263513,0.398991257,-0.00743066,-0.00493753,-0.018905073,0.000467034
0,1690707584,5,0.444289088,0.422959864,0.001158189,0.006383717,-0.015133083,-0.00049337
0,1690707584,6,0.440585166,0.390906125,-0.00490162,0.000652015,-0.021957606,-0.000649186
0,1690707584,7,0.436802775,0.362540185,-0.009710292,-0.004750133,-0.028424025,-0.000535595
0,1690707584,8,0.432502151,0.340142936,-0.012714518,-0.010484248,-0.033415884,-0.000410488
0,1690707584,9,0.436768293,0.419419765,-0.001318524,0.006703287,-0.014487028,-0.000863257
0,1690707584,10,0.432282776,0.383639634,-0.007574362,0.001921743,-0.020329058,-0.000706698
0,1690707584,11,0.428871751,0.35771364,-0.011767447,-0.001430839,-0.022639394,-0.000226619
0,1690707584,12,0.425657034,0.333074331,-0.013679112,-0.004720062,-0.023461372,0.000115557
0,1690707584,13,0.426921457,0.415155411,-0.004778375,0.005289435,-0.014560312,-0.001095848
0,1690707584,14,0.421249926,0.379849195,-0.01109588,0.002580643,-0.019849867,-0.000606602
0,1690707584,15,0.416664571,0.354127526,-0.012867145,0.00091365,-0.020420045,0.000137024
0,1690707584,16,0.412120223,0.329718232,-0.012704182,-0.001163632,-0.019488543,0.000620752
0,1690707584,17,0.41653806,0.412718683,-0.008911602,0.002197385,-0.01458171,-0.001303707
0,1690707584,18,0.412052184,0.380165279,-0.013846961,0.001844198,-0.019994766,-0.000787357
0,1690707584,19,0.407582253,0.357482612,-0.014300915,0.001488715,-0.020613909,-6.34E-05
0,1690707584,20,0.404694259,0.336468309,-0.013363156,0.00081411,-0.02027759,0.000586926
0,1690707584,0,0.435337692,0.489613175,6.39E-08,0.002088666,-0.008597851,-4.09E-08
0,1690707584,1,0.448606879,0.468477786,-0.00216229,0.002114654,-0.012680352,0.001563399
0,1690707584,2,0.452668518,0.434191704,-0.002852807,0.000691086,-0.014997303,0.002115949
0,1690707584,3,0.451255441,0.407721907,-0.004203934,-0.001266718,-0.014659733,0.002496847
0,1690707584,4,0.447821051,0.384215623,-0.00493182,-0.001442462,-0.014775634,0.00249884
0,1690707584,5,0.446545422,0.407128155,0.001062182,0.002256334,-0.015831709,-9.60E-05
0,1690707584,6,0.438258082,0.370264918,-0.004646596,-0.002327085,-0.020641208,0.000255023
0,1690707584,7,0.431264311,0.340301454,-0.009306462,-0.005538464,-0.022238731,0.00040383
0,1690707584,8,0.424444139,0.316921562,-0.012205384,-0.008058012,-0.023221374,0.000509134
0,1690707584,9,0.439718902,0.40508762,-0.001890025,0.002950609,-0.014332145,-0.0005715
0,1690707584,10,0.431211859,0.364545941,-0.00725592,-0.001070917,-0.019093692,0.000318442
0,1690707584,11,0.424512595,0.335750878,-0.011394845,-0.004359156,-0.021962762,0.000372602
0,1690707584,12,0.418894649,0.311049759,-0.013745617,-0.006762385,-0.022024572,-6.65E-05
0,1690707584,13,0.429892361,0.403478503,-0.005605349,0.002970904,-0.011676908,-0.000826974
0,1690707584,14,0.422444642,0.362611413,-0.010901664,0.001194715,-0.017237782,0.000194215
0,1690707584,15,0.415804833,0.334868401,-0.013490665,-0.000859737,-0.019259125,-0.00062352
0,1690707584,16,0.409978032,0.311794996,-0.014359502,-0.002142191,-0.017923236,-0.00165532
0,1690707584,17,0.418653339,0.404300928,-0.009730099,0.002115279,-0.008417755,-0.000818497
0,1690707584,18,0.413658023,0.368699551,-0.01424762,0.001605839,-0.011465728,-0.00040066
0,1690707584,19,0.408688873,0.344659418,-0.015287502,0.00110662,-0.012823194,-0.000986586
0,1690707584,20,0.404921442,0.325024158,-0.015018861,0.000227183,-0.011444151,-0.001655705
0,1690707584,0,0.439115047,0.481537998,6.00E-08,0.003777355,-0.008075178,-3.93E-09
0,1690707584,1,0.449753523,0.455679834,-0.000901246,0.001146644,-0.012797952,0.001261044
0,1690707584,2,0.451099783,0.421070516,-0.001685237,-0.001568735,-0.013121188,0.001167569
0,1690707584,3,0.447213113,0.396264344,-0.003218933,-0.004042327,-0.011457562,0.000985
0,1690707584,4,0.443007916,0.373490393,-0.004434024,-0.004813135,-0.01072523,0.000497796
0,1690707584,5,0.444397479,0.39159587,-0.000141686,-0.002147943,-0.015532285,-0.001203869
0,1690707584,6,0.432938546,0.351434827,-0.005900224,-0.005319536,-0.018830091,-0.001253627
0,1690707584,7,0.424857169,0.320628285,-0.010473927,-0.006407142,-0.019673169,-0.001167465
0,1690707584,8,0.417823315,0.296427459,-0.013340717,-0.006620824,-0.020494103,-0.001135333
0,1690707584,9,0.439016193,0.391717494,-0.003649041,-0.000702709,-0.013370126,-0.001759016
0,1690707584,10,0.426233768,0.346475631,-0.008989877,-0.004978091,-0.01807031,-0.001733957
